~ACCTNO~|~TRDATE~|~TRTYPE~|~TRDESC~|~TRAMT~|~REV1~|~REV2~|~REV3~|~REV4~|~REV5~|~REV6~|~REV7~|~REV8~|~REV9~|~REV10~|~REV11~|~REV12~|~REV13~|~REV14~|~REV15~|~TAX1~|~TAX2~|~TAX3~|~TAX4~|~TAX5~|~TAX6~|~TAX7~|~TAX8~|~TAX9~|~TAX10~|~TAX11~|~TAX12~|~TAX13~|~TAX14~|~TAX15~|~MTY1~|~MTY2~|~MTY3~|~MTY4~|~MTY5~|~MTY6~|~MTY7~|~CRD1~|~CRD2~|~CRD3~|~CRD4~|~CRD5~|~CRD6~|~CRD7~|~PRD1~|~PRD2~|~PRD3~|~PRD4~|~PRD5~|~PRD6~|~PRD7~|~ERD1~|~ERD2~|~ERD3~|~ERD4~|~ERD5~|~ERD6~|~ERD7~|~BLNO~|~RDATE~|~BDATE~|~PDDATE~|~DDATE~|~PRP~|~OPNO~|~RBAL~|~CHKA~|~CSHA~|~PDATE~
~17~|~02/09/2011~|~4~|~DRAFT PAYMENT TRANS~|~38.32~|~38.32~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~38.32~|~~
~17~|~01/31/2011~|~1~|~Utility Billing~|~38.32~|~38.32~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~280720~|~0~|~0~|~0~|~0~|~0~|~0~|~272600~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~01/24/2011~|~01/31/2011~|~02/15/2011~|~02/10/2011~|~0~|~5~|~38.32~|~0.00~|~0.00~|~12/21/2010~
~17~|~01/10/2011~|~4~|~DRAFT PAYMENT TRANS~|~25.04~|~25.04~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~25.04~|~~
~17~|~12/30/2010~|~1~|~Utility Billing~|~25.04~|~25.04~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~272600~|~0~|~0~|~0~|~0~|~0~|~0~|~267760~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~12/21/2010~|~12/30/2010~|~01/18/2011~|~01/10/2011~|~0~|~5~|~25.04~|~0.00~|~0.00~|~11/19/2010~
~17~|~12/10/2010~|~4~|~DRAFT PAYMENT TRANS~|~17.71~|~17.71~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~17.71~|~~
~17~|~11/30/2010~|~1~|~Utility Billing~|~17.71~|~17.71~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~267760~|~0~|~0~|~0~|~0~|~0~|~0~|~264730~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~11/19/2010~|~11/30/2010~|~12/15/2010~|~12/10/2010~|~0~|~5~|~17.71~|~0.00~|~0.00~|~10/25/2010~
~17~|~11/10/2010~|~4~|~DRAFT PAYMENT TRANS~|~27.31~|~27.31~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~27.31~|~~
~17~|~10/29/2010~|~1~|~Utility Billing~|~27.31~|~27.31~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~264730~|~0~|~0~|~0~|~0~|~0~|~0~|~259330~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~10/25/2010~|~10/29/2010~|~11/15/2010~|~11/10/2010~|~0~|~5~|~27.31~|~0.00~|~0.00~|~09/22/2010~
~17~|~10/11/2010~|~4~|~DRAFT PAYMENT TRANS~|~18.96~|~18.96~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~18.96~|~~
~17~|~09/30/2010~|~1~|~Utility Billing~|~18.96~|~18.96~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~259330~|~0~|~0~|~0~|~0~|~0~|~0~|~255990~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~09/22/2010~|~09/30/2010~|~10/15/2010~|~10/11/2010~|~0~|~5~|~18.96~|~0.00~|~0.00~|~08/25/2010~
~17~|~09/14/2010~|~4~|~DRAFT PAYMENT TRANS~|~21.92~|~21.92~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~21.92~|~~
~17~|~08/31/2010~|~1~|~Utility Billing~|~21.92~|~21.92~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~255990~|~0~|~0~|~0~|~0~|~0~|~0~|~251920~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~08/25/2010~|~08/31/2010~|~09/15/2010~|~09/10/2010~|~0~|~5~|~21.92~|~0.00~|~0.00~|~07/26/2010~
~17~|~08/10/2010~|~4~|~DRAFT PAYMENT TRANS~|~25.81~|~25.81~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~99~|~0.00~|~0.00~|~25.81~|~~
~17~|~07/30/2010~|~1~|~Utility Billing~|~25.81~|~25.81~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~251920~|~0~|~0~|~0~|~0~|~0~|~0~|~246890~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~07/26/2010~|~07/30/2010~|~08/16/2010~|~08/10/2010~|~0~|~5~|~25.81~|~0.00~|~0.00~|~06/23/2010~
~17~|~07/09/2010~|~4~|~CM-ck#464~|~18.19~|~18.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~18.19~|~0.00~|~~
~17~|~06/30/2010~|~1~|~Utility Billing~|~18.19~|~18.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~246890~|~0~|~0~|~0~|~0~|~0~|~0~|~243740~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~06/23/2010~|~06/30/2010~|~07/15/2010~|~07/10/2010~|~0~|~5~|~18.19~|~0.00~|~0.00~|~05/25/2010~
~17~|~06/02/2010~|~4~|~CM-4630~|~45.91~|~43.56~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~45.91~|~0.00~|~~
~17~|~05/28/2010~|~1~|~Utility Billing~|~20.10~|~20.10~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~243740~|~0~|~0~|~0~|~0~|~0~|~0~|~240120~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~05/25/2010~|~05/28/2010~|~06/15/2010~|~06/10/2010~|~0~|~5~|~45.91~|~0.00~|~0.00~|~04/26/2010~
~17~|~05/18/2010~|~6~|~penalty~|~2.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~25.81~|~0.00~|~0.00~|~~
~17~|~04/30/2010~|~1~|~Utility Billing~|~23.46~|~23.46~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~240120~|~0~|~0~|~0~|~0~|~0~|~0~|~235670~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~04/26/2010~|~04/30/2010~|~05/17/2010~|~05/10/2010~|~0~|~5~|~23.46~|~0.00~|~0.00~|~03/25/2010~
~17~|~04/01/2010~|~4~|~CM-4618~|~24.63~|~24.63~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~24.63~|~0.00~|~~
~17~|~03/31/2010~|~1~|~Utility Billing~|~24.63~|~24.63~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~235670~|~0~|~0~|~0~|~0~|~0~|~0~|~230930~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~03/25/2010~|~03/31/2010~|~04/15/2010~|~04/12/2010~|~0~|~5~|~24.63~|~0.00~|~0.00~|~02/20/2010~
~17~|~03/17/2010~|~4~|~CM-4612~|~24.11~|~21.92~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~24.11~|~0.00~|~~
~17~|~03/16/2010~|~6~|~PENALTY~|~2.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~24.11~|~0.00~|~0.00~|~~
~17~|~02/26/2010~|~1~|~Utility Billing~|~21.92~|~21.92~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~230930~|~0~|~0~|~0~|~0~|~0~|~0~|~226860~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~02/20/2010~|~02/26/2010~|~03/15/2010~|~03/10/2010~|~0~|~2~|~21.92~|~0.00~|~0.00~|~01/22/2010~
~17~|~02/01/2010~|~4~|~CM-4304~|~23.94~|~23.94~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~23.94~|~0.00~|~~
~17~|~01/29/2010~|~1~|~Utility Billing~|~23.94~|~23.94~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~226860~|~0~|~0~|~0~|~0~|~0~|~0~|~222290~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~01/22/2010~|~01/29/2010~|~02/15/2010~|~02/10/2010~|~0~|~5~|~23.94~|~0.00~|~0.00~|~12/23/2009~
~17~|~01/14/2010~|~4~|~CM-4301~|~27.67~|~27.67~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~27.67~|~0.00~|~~
~17~|~12/31/2009~|~1~|~Utility Billing~|~27.67~|~27.67~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~222290~|~0~|~0~|~0~|~0~|~0~|~0~|~216800~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~12/23/2009~|~12/31/2009~|~01/15/2010~|~01/11/2010~|~0~|~5~|~27.67~|~0.00~|~0.00~|~11/20/2009~
~17~|~12/17/2009~|~4~|~CM-CK#17~|~23.49~|~21.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.14~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~23.49~|~0.00~|~~
~17~|~12/16/2009~|~6~|~penalty~|~2.14~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.14~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~23.49~|~0.00~|~0.00~|~~
~17~|~11/30/2009~|~1~|~Utility Billing~|~21.35~|~21.35~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~216800~|~0~|~0~|~0~|~0~|~0~|~0~|~212870~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~14~|~11/20/2009~|~11/30/2009~|~12/15/2009~|~12/10/2009~|~0~|~5~|~21.35~|~0.00~|~0.00~|~10/26/2009~
~17~|~11/02/2009~|~4~|~CM-ck#4288~|~56.78~|~54.45~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.33~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~56.78~|~0.00~|~~
~17~|~10/30/2009~|~1~|~Utility Billing~|~31.19~|~31.19~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~1~|~0~|~0~|~0~|~0~|~0~|~0~|~212870~|~0~|~0~|~0~|~0~|~0~|~0~|~206510~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~15~|~10/26/2009~|~10/30/2009~|~11/16/2009~|~11/10/2009~|~0~|~5~|~56.78~|~0.00~|~0.00~|~09/23/2009~
~17~|~10/16/2009~|~6~|~penalty~|~2.33~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~2.33~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~0~|~0~|~25.59~|~0.00~|~0.00~|~~
